
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, -0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, 0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, 0.00, -0.00, 0, 0
-0.26, -0.26, 0.00, 0.00, 0.00, -0.00, 0, 0
